snapshot_date,gudang,produk_id,available_stock,reserved_stock,reorder_point
2026-06-30,Gudang Transit,11,223,77,41
2026-06-30,Gudang Barat,12,240,84,42
2026-06-30,Gudang Timur,12,240,84,42
2026-06-30,Gudang Pusat,12,240,84,42
2026-06-30,Gudang Transit,12,242,84,42
2026-06-30,Gudang Barat,13,259,91,43
2026-06-30,Gudang Timur,13,259,91,43
2026-06-30,Gudang Pusat,13,259,91,43
2026-06-30,Gudang Transit,13,261,91,43
2026-06-30,Gudang Barat,14,278,98,44
2026-06-30,Gudang Timur,14,278,98,44
2026-06-30,Gudang Pusat,14,278,98,44
2026-06-30,Gudang Transit,14,280,98,44
2026-06-30,Gudang Barat,15,297,105,45
2026-06-30,Gudang Timur,15,297,105,45
2026-06-30,Gudang Pusat,15,297,105,45
2026-06-30,Gudang Transit,15,299,105,45
2026-06-30,Gudang Barat,16,316,112,46
2026-06-30,Gudang Timur,16,316,112,46
2026-06-30,Gudang Pusat,16,316,112,46
2026-06-30,Gudang Transit,16,318,112,46
2026-06-30,Gudang Barat,17,335,119,47
2026-06-30,Gudang Timur,17,335,119,47
2026-06-30,Gudang Pusat,17,335,119,47
2026-06-30,Gudang Transit,17,337,119,47
2026-06-30,Gudang Barat,18,354,6,48
2026-06-30,Gudang Timur,18,354,6,48
2026-06-30,Gudang Pusat,18,354,6,48
2026-06-30,Gudang Transit,18,356,6,48
2026-06-30,Gudang Barat,19,373,13,49
2026-06-30,Gudang Timur,19,373,13,49
2026-06-30,Gudang Pusat,19,373,13,49
2026-06-30,Gudang Transit,19,375,13,49
2026-06-30,Gudang Barat,20,392,20,50
2026-06-30,Gudang Timur,20,392,20,50
2026-06-30,Gudang Pusat,20,392,20,50
2026-06-30,Gudang Transit,20,394,20,50
2026-06-30,Gudang Barat,21,411,27,51
2026-06-30,Gudang Timur,21,411,27,51
2026-06-30,Gudang Pusat,21,411,27,51
2026-06-30,Gudang Transit,21,413,27,51
2026-06-30,Gudang Barat,22,430,34,52
2026-06-30,Gudang Timur,22,430,34,52
2026-06-30,Gudang Pusat,22,430,34,52
2026-06-30,Gudang Transit,22,432,34,52
2026-06-30,Gudang Barat,23,449,41,53
2026-06-30,Gudang Timur,23,449,41,53
2026-06-30,Gudang Pusat,23,449,41,53
2026-06-30,Gudang Transit,23,451,41,53
2026-06-30,Gudang Barat,24,468,48,54
2026-06-30,Gudang Timur,24,468,48,54
2026-06-30,Gudang Pusat,24,468,48,54
2026-06-30,Gudang Transit,24,470,48,54
2026-06-30,Gudang Barat,25,487,55,55
2026-06-30,Gudang Timur,25,487,55,55
2026-06-30,Gudang Pusat,25,487,55,55
2026-06-30,Gudang Transit,25,489,55,55
2026-06-30,Gudang Barat,26,506,62,56
2026-06-30,Gudang Timur,26,506,62,56
2026-06-30,Gudang Pusat,26,506,62,56
2026-06-30,Gudang Transit,26,508,62,56
2026-06-30,Gudang Barat,27,525,69,57
2026-06-30,Gudang Timur,27,525,69,57
2026-06-30,Gudang Pusat,27,525,69,57
2026-06-30,Gudang Transit,27,527,69,57
2026-06-30,Gudang Barat,28,544,76,58
2026-06-30,Gudang Timur,28,544,76,58
2026-06-30,Gudang Pusat,28,544,76,58
2026-06-30,Gudang Transit,28,546,76,58
2026-06-30,Gudang Barat,29,563,83,59
2026-06-30,Gudang Timur,29,563,83,59
2026-06-30,Gudang Pusat,29,563,83,59
2026-06-30,Gudang Transit,29,565,83,59
2026-06-30,Gudang Barat,30,582,90,60
2026-06-30,Gudang Timur,30,582,90,60
2026-06-30,Gudang Pusat,30,582,90,60
2026-06-30,Gudang Transit,30,584,90,60
2026-06-30,Gudang Barat,31,601,97,61
2026-06-30,Gudang Timur,31,601,97,61
2026-06-30,Gudang Pusat,31,601,97,61
2026-06-30,Gudang Transit,31,603,97,61
2026-06-30,Gudang Barat,32,620,104,62
2026-06-30,Gudang Timur,32,620,104,62
2026-06-30,Gudang Pusat,32,620,104,62
2026-06-30,Gudang Transit,32,622,104,62
2026-06-30,Gudang Barat,33,639,111,63
2026-06-30,Gudang Timur,33,639,111,63
2026-06-30,Gudang Pusat,33,639,111,63
2026-06-30,Gudang Transit,33,641,111,63
2026-06-30,Gudang Barat,34,658,118,64
2026-06-30,Gudang Timur,34,658,118,64
2026-06-30,Gudang Pusat,34,658,118,64
2026-06-30,Gudang Transit,34,660,118,64
2026-06-30,Gudang Barat,35,677,5,65
2026-06-30,Gudang Timur,35,677,5,65
2026-06-30,Gudang Pusat,35,677,5,65
2026-06-30,Gudang Transit,35,679,5,65
2026-06-30,Gudang Barat,36,696,12,66
2026-06-30,Gudang Timur,36,696,12,66
2026-06-30,Gudang Pusat,36,696,12,66
2026-06-30,Gudang Transit,36,698,12,66
2026-06-30,Gudang Barat,37,715,19,67
2026-06-30,Gudang Timur,37,715,19,67
2026-06-30,Gudang Pusat,37,715,19,67
2026-06-30,Gudang Transit,37,717,19,67
2026-06-30,Gudang Barat,38,734,26,68
2026-06-30,Gudang Timur,38,734,26,68
2026-06-30,Gudang Pusat,38,734,26,68
2026-06-30,Gudang Transit,38,736,26,68
2026-06-30,Gudang Barat,39,753,33,69
2026-06-30,Gudang Timur,39,753,33,69
2026-06-30,Gudang Pusat,39,753,33,69
2026-06-30,Gudang Transit,39,755,33,69
2026-06-30,Gudang Barat,40,772,40,70
2026-06-30,Gudang Timur,40,772,40,70
2026-06-30,Gudang Pusat,40,772,40,70
2026-06-30,Gudang Transit,40,774,40,70
2026-06-30,Gudang Barat,41,791,47,71
2026-06-30,Gudang Timur,41,791,47,71
2026-06-30,Gudang Pusat,41,791,47,71
2026-06-30,Gudang Transit,41,793,47,71
2026-06-30,Gudang Barat,42,810,54,72
2026-06-30,Gudang Timur,42,810,54,72
2026-06-30,Gudang Pusat,42,810,54,72
2026-06-30,Gudang Transit,42,812,54,72
2026-06-30,Gudang Barat,43,829,61,73
2026-06-30,Gudang Timur,43,829,61,73
2026-06-30,Gudang Pusat,43,829,61,73
2026-06-30,Gudang Transit,43,831,61,73
2026-06-30,Gudang Barat,44,848,68,74
2026-06-30,Gudang Timur,44,848,68,74
2026-06-30,Gudang Pusat,44,848,68,74
2026-06-30,Gudang Transit,44,850,68,74
2026-06-30,Gudang Barat,45,867,75,75
2026-06-30,Gudang Timur,45,867,75,75
2026-06-30,Gudang Pusat,45,867,75,75
2026-06-30,Gudang Transit,45,869,75,75
2026-06-30,Gudang Barat,46,886,82,76
2026-06-30,Gudang Timur,46,886,82,76
2026-06-30,Gudang Pusat,46,886,82,76
2026-06-30,Gudang Transit,46,888,82,76
2026-06-30,Gudang Barat,47,905,89,77
2026-06-30,Gudang Timur,47,905,89,77
2026-06-30,Gudang Pusat,47,905,89,77
2026-06-30,Gudang Transit,47,907,89,77
2026-06-30,Gudang Barat,48,924,96,78
2026-06-30,Gudang Timur,48,924,96,78
2026-06-30,Gudang Pusat,48,924,96,78
2026-06-30,Gudang Transit,48,926,96,78
2026-06-30,Gudang Barat,49,943,103,79
2026-06-30,Gudang Timur,49,943,103,79
2026-06-30,Gudang Pusat,49,943,103,79
2026-06-30,Gudang Transit,49,945,103,79
2026-06-30,Gudang Barat,50,962,110,30
2026-06-30,Gudang Timur,50,962,110,30
2026-06-30,Gudang Pusat,50,962,110,30
2026-06-30,Gudang Transit,50,964,110,30
2026-06-30,Gudang Barat,51,981,117,31
2026-06-30,Gudang Timur,51,981,117,31
2026-06-30,Gudang Pusat,51,981,117,31
2026-06-30,Gudang Transit,51,983,117,31
2026-06-30,Gudang Barat,52,0,4,32
2026-06-30,Gudang Timur,52,0,4,32
2026-06-30,Gudang Pusat,52,0,4,32
2026-06-30,Gudang Transit,52,2,4,32
2026-06-30,Gudang Barat,53,19,11,33
2026-06-30,Gudang Timur,53,19,11,33
2026-06-30,Gudang Pusat,53,19,11,33
2026-06-30,Gudang Transit,53,21,11,33
2026-06-30,Gudang Barat,54,38,18,34
2026-06-30,Gudang Timur,54,38,18,34
2026-06-30,Gudang Pusat,54,38,18,34
2026-06-30,Gudang Transit,54,40,18,34
2026-06-30,Gudang Barat,55,57,25,35
2026-06-30,Gudang Timur,55,57,25,35
2026-06-30,Gudang Pusat,55,57,25,35
2026-06-30,Gudang Transit,55,59,25,35
2026-06-30,Gudang Barat,56,76,32,36
2026-06-30,Gudang Timur,56,76,32,36
2026-06-30,Gudang Pusat,56,76,32,36
2026-06-30,Gudang Transit,56,78,32,36
2026-06-30,Gudang Barat,57,95,39,37
2026-06-30,Gudang Timur,57,95,39,37
2026-06-30,Gudang Pusat,57,95,39,37
2026-06-30,Gudang Transit,57,97,39,37
2026-06-30,Gudang Barat,58,114,46,38
2026-06-30,Gudang Timur,58,114,46,38
2026-06-30,Gudang Pusat,58,114,46,38
2026-06-30,Gudang Transit,58,116,46,38
2026-06-30,Gudang Barat,59,133,53,39
2026-06-30,Gudang Timur,59,133,53,39
2026-06-30,Gudang Pusat,59,133,53,39
2026-06-30,Gudang Transit,59,135,53,39
2026-06-30,Gudang Barat,60,152,60,40
2026-06-30,Gudang Timur,60,152,60,40
2026-06-30,Gudang Pusat,60,152,60,40
2026-06-30,Gudang Transit,60,154,60,40
2026-06-30,Gudang Barat,61,171,67,41
2026-06-30,Gudang Timur,61,171,67,41
2026-06-30,Gudang Pusat,61,171,67,41
2026-06-30,Gudang Transit,61,173,67,41
2026-06-30,Gudang Barat,62,190,74,42
2026-06-30,Gudang Timur,62,190,74,42
2026-06-30,Gudang Pusat,62,190,74,42
2026-06-30,Gudang Transit,62,192,74,42
2026-06-30,Gudang Barat,63,209,81,43
2026-06-30,Gudang Timur,63,209,81,43
2026-06-30,Gudang Pusat,63,209,81,43
2026-06-30,Gudang Transit,63,211,81,43
2026-06-30,Gudang Barat,64,228,88,44
2026-06-30,Gudang Timur,64,228,88,44
2026-06-30,Gudang Pusat,64,228,88,44
2026-06-30,Gudang Transit,64,230,88,44
2026-06-30,Gudang Barat,65,247,95,45
2026-06-30,Gudang Timur,65,247,95,45
2026-06-30,Gudang Pusat,65,247,95,45
2026-06-30,Gudang Transit,65,249,95,45
2026-06-30,Gudang Barat,66,266,102,46
2026-06-30,Gudang Timur,66,266,102,46
2026-06-30,Gudang Pusat,66,266,102,46
2026-06-30,Gudang Transit,66,268,102,46
2026-06-30,Gudang Barat,67,285,109,47
2026-06-30,Gudang Timur,67,285,109,47
2026-06-30,Gudang Pusat,67,285,109,47
2026-06-30,Gudang Transit,67,287,109,47
2026-06-30,Gudang Barat,68,304,116,48
2026-06-30,Gudang Timur,68,304,116,48
2026-06-30,Gudang Pusat,68,304,116,48
2026-06-30,Gudang Transit,68,306,116,48
2026-06-30,Gudang Barat,69,323,3,49
2026-06-30,Gudang Timur,69,323,3,49
2026-06-30,Gudang Pusat,69,323,3,49
2026-06-30,Gudang Transit,69,325,3,49
2026-06-30,Gudang Barat,70,342,10,50
2026-06-30,Gudang Timur,70,342,10,50
2026-06-30,Gudang Pusat,70,342,10,50
2026-06-30,Gudang Transit,70,344,10,50
2026-06-30,Gudang Barat,71,361,17,51
2026-06-30,Gudang Timur,71,361,17,51
2026-06-30,Gudang Pusat,71,361,17,51
2026-06-30,Gudang Transit,71,363,17,51
2026-06-30,Gudang Barat,72,380,24,52
2026-06-30,Gudang Timur,72,380,24,52
2026-06-30,Gudang Pusat,72,380,24,52
2026-06-30,Gudang Transit,72,382,24,52
2026-06-30,Gudang Barat,73,399,31,53
2026-06-30,Gudang Timur,73,399,31,53
2026-06-30,Gudang Pusat,73,399,31,53
2026-06-30,Gudang Transit,73,401,31,53
2026-06-30,Gudang Barat,74,418,38,54
2026-06-30,Gudang Timur,74,418,38,54
2026-06-30,Gudang Pusat,74,418,38,54
2026-06-30,Gudang Transit,74,420,38,54
2026-06-30,Gudang Barat,75,437,45,55
2026-06-30,Gudang Timur,75,437,45,55
2026-06-30,Gudang Pusat,75,437,45,55
2026-06-30,Gudang Transit,75,439,45,55
2026-06-30,Gudang Barat,76,456,52,56
2026-06-30,Gudang Timur,76,456,52,56
2026-06-30,Gudang Pusat,76,456,52,56
2026-06-30,Gudang Transit,76,458,52,56
2026-06-30,Gudang Barat,77,475,59,57
2026-06-30,Gudang Timur,77,475,59,57
2026-06-30,Gudang Pusat,77,475,59,57
2026-06-30,Gudang Transit,77,477,59,57
2026-06-30,Gudang Barat,78,494,66,58
2026-06-30,Gudang Timur,78,494,66,58
2026-06-30,Gudang Pusat,78,494,66,58
2026-06-30,Gudang Transit,78,496,66,58
2026-06-30,Gudang Barat,79,513,73,59
2026-06-30,Gudang Timur,79,513,73,59
2026-06-30,Gudang Pusat,79,513,73,59
2026-06-30,Gudang Transit,79,515,73,59
2026-06-30,Gudang Barat,80,532,80,60
2026-06-30,Gudang Timur,80,532,80,60
2026-06-30,Gudang Pusat,80,532,80,60
2026-06-30,Gudang Transit,80,534,80,60
2026-06-30,Gudang Barat,81,551,87,61
2026-06-30,Gudang Timur,81,551,87,61
2026-06-30,Gudang Pusat,81,551,87,61
2026-06-30,Gudang Transit,81,553,87,61
2026-06-30,Gudang Barat,82,570,94,62
2026-06-30,Gudang Timur,82,570,94,62
2026-06-30,Gudang Pusat,82,570,94,62
2026-06-30,Gudang Transit,82,572,94,62
2026-06-30,Gudang Barat,83,589,101,63
2026-06-30,Gudang Timur,83,589,101,63
2026-06-30,Gudang Pusat,83,589,101,63
2026-06-30,Gudang Transit,83,591,101,63
2026-06-30,Gudang Barat,84,608,108,64
2026-06-30,Gudang Timur,84,608,108,64
2026-06-30,Gudang Pusat,84,608,108,64
2026-06-30,Gudang Transit,84,610,108,64
2026-06-30,Gudang Barat,85,627,115,65
2026-06-30,Gudang Timur,85,627,115,65
2026-06-30,Gudang Pusat,85,627,115,65
2026-06-30,Gudang Transit,85,629,115,65
2026-06-30,Gudang Barat,86,646,2,66
2026-06-30,Gudang Timur,86,646,2,66
2026-06-30,Gudang Pusat,86,646,2,66
2026-06-30,Gudang Transit,86,648,2,66
2026-06-30,Gudang Barat,87,665,9,67
2026-06-30,Gudang Timur,87,665,9,67
2026-06-30,Gudang Pusat,87,665,9,67
2026-06-30,Gudang Transit,87,667,9,67
2026-06-30,Gudang Barat,88,684,16,68
2026-06-30,Gudang Timur,88,684,16,68
2026-06-30,Gudang Pusat,88,684,16,68
2026-06-30,Gudang Transit,88,686,16,68
2026-06-30,Gudang Barat,89,703,23,69
2026-06-30,Gudang Timur,89,703,23,69
2026-06-30,Gudang Pusat,89,703,23,69
2026-06-30,Gudang Transit,89,705,23,69
2026-06-30,Gudang Barat,90,722,30,70
2026-06-30,Gudang Timur,90,722,30,70
2026-06-30,Gudang Pusat,90,722,30,70
2026-06-30,Gudang Transit,90,724,30,70
2026-06-30,Gudang Barat,91,741,37,71
2026-06-30,Gudang Timur,91,741,37,71
2026-06-30,Gudang Pusat,91,741,37,71
2026-06-30,Gudang Transit,91,743,37,71
2026-06-30,Gudang Barat,92,760,44,72
2026-06-30,Gudang Timur,92,760,44,72
2026-06-30,Gudang Pusat,92,760,44,72
2026-06-30,Gudang Transit,92,762,44,72
2026-06-30,Gudang Barat,93,779,51,73
2026-06-30,Gudang Timur,93,779,51,73
2026-06-30,Gudang Pusat,93,779,51,73
2026-06-30,Gudang Transit,93,781,51,73
2026-06-30,Gudang Barat,94,798,58,74
2026-06-30,Gudang Timur,94,798,58,74
2026-06-30,Gudang Pusat,94,798,58,74
2026-06-30,Gudang Transit,94,800,58,74
2026-06-30,Gudang Barat,95,817,65,75
2026-06-30,Gudang Timur,95,817,65,75
2026-06-30,Gudang Pusat,95,817,65,75
2026-06-30,Gudang Transit,95,819,65,75
2026-06-30,Gudang Barat,96,836,72,76
2026-06-30,Gudang Timur,96,836,72,76
2026-06-30,Gudang Pusat,96,836,72,76
2026-06-30,Gudang Transit,96,838,72,76
2026-06-30,Gudang Barat,97,855,79,77
2026-06-30,Gudang Timur,97,855,79,77
2026-06-30,Gudang Pusat,97,855,79,77
2026-06-30,Gudang Transit,97,857,79,77
2026-06-30,Gudang Barat,98,874,86,78
2026-06-30,Gudang Timur,98,874,86,78
2026-06-30,Gudang Pusat,98,874,86,78
2026-06-30,Gudang Transit,98,876,86,78
2026-06-30,Gudang Barat,99,893,93,79
2026-06-30,Gudang Timur,99,893,93,79
2026-06-30,Gudang Pusat,99,893,93,79
2026-06-30,Gudang Transit,99,895,93,79
2026-06-30,Gudang Barat,100,912,100,30
2026-06-30,Gudang Timur,100,912,100,30
2026-06-30,Gudang Pusat,100,912,100,30
2026-06-30,Gudang Transit,100,914,100,30
2026-06-30,Gudang Barat,101,931,107,31
2026-06-30,Gudang Timur,101,931,107,31
2026-06-30,Gudang Pusat,101,931,107,31
2026-06-30,Gudang Transit,101,933,107,31
2026-06-30,Gudang Barat,102,950,114,32
2026-06-30,Gudang Timur,102,950,114,32
2026-06-30,Gudang Pusat,102,950,114,32
2026-06-30,Gudang Transit,102,952,114,32
2026-06-30,Gudang Barat,103,969,1,33
2026-06-30,Gudang Timur,103,969,1,33
2026-06-30,Gudang Pusat,103,969,1,33
2026-06-30,Gudang Transit,103,971,1,33
2026-06-30,Gudang Barat,104,988,8,34
2026-06-30,Gudang Timur,104,988,8,34
2026-06-30,Gudang Pusat,104,988,8,34
2026-06-30,Gudang Transit,104,990,8,34
2026-06-30,Gudang Barat,105,7,15,35
2026-06-30,Gudang Timur,105,7,15,35
2026-06-30,Gudang Pusat,105,7,15,35
2026-06-30,Gudang Transit,105,9,15,35
2026-06-30,Gudang Barat,106,26,22,36
2026-06-30,Gudang Timur,106,26,22,36
2026-06-30,Gudang Pusat,106,26,22,36
2026-06-30,Gudang Transit,106,28,22,36
2026-06-30,Gudang Barat,107,45,29,37
2026-06-30,Gudang Timur,107,45,29,37
2026-06-30,Gudang Pusat,107,45,29,37
2026-06-30,Gudang Transit,107,47,29,37
2026-06-30,Gudang Barat,108,64,36,38
2026-06-30,Gudang Timur,108,64,36,38
2026-06-30,Gudang Pusat,108,64,36,38
2026-06-30,Gudang Transit,108,66,36,38
2026-06-30,Gudang Barat,109,83,43,39
2026-06-30,Gudang Timur,109,83,43,39
2026-06-30,Gudang Pusat,109,83,43,39
2026-06-30,Gudang Transit,109,85,43,39
2026-06-30,Gudang Barat,110,102,50,40
2026-06-30,Gudang Timur,110,102,50,40
2026-06-30,Gudang Pusat,110,102,50,40
2026-06-30,Gudang Transit,110,104,50,40
2026-06-30,Gudang Barat,111,121,57,41
2026-06-30,Gudang Timur,111,121,57,41
2026-06-30,Gudang Pusat,111,121,57,41
2026-06-30,Gudang Transit,111,123,57,41
2026-06-30,Gudang Barat,112,140,64,42
2026-06-30,Gudang Timur,112,140,64,42
2026-06-30,Gudang Pusat,112,140,64,42
2026-06-30,Gudang Transit,112,142,64,42
2026-06-30,Gudang Barat,113,159,71,43
2026-06-30,Gudang Timur,113,159,71,43
2026-06-30,Gudang Pusat,113,159,71,43
2026-06-30,Gudang Transit,113,161,71,43
2026-06-30,Gudang Barat,114,178,78,44
2026-06-30,Gudang Timur,114,178,78,44
2026-06-30,Gudang Pusat,114,178,78,44
2026-06-30,Gudang Transit,114,180,78,44
2026-06-30,Gudang Barat,115,197,85,45
2026-06-30,Gudang Timur,115,197,85,45
2026-06-30,Gudang Pusat,115,197,85,45
2026-06-30,Gudang Transit,115,199,85,45
2026-06-30,Gudang Barat,116,216,92,46
2026-06-30,Gudang Timur,116,216,92,46
2026-06-30,Gudang Pusat,116,216,92,46
2026-06-30,Gudang Transit,116,218,92,46
2026-06-30,Gudang Barat,117,235,99,47
2026-06-30,Gudang Timur,117,235,99,47
2026-06-30,Gudang Pusat,117,235,99,47
2026-06-30,Gudang Transit,117,237,99,47
2026-06-30,Gudang Barat,118,254,106,48
2026-06-30,Gudang Timur,118,254,106,48
2026-06-30,Gudang Pusat,118,254,106,48
2026-06-30,Gudang Transit,118,256,106,48
2026-06-30,Gudang Barat,119,273,113,49
2026-06-30,Gudang Timur,119,273,113,49
2026-06-30,Gudang Pusat,119,273,113,49
2026-06-30,Gudang Transit,119,275,113,49
2026-06-30,Gudang Barat,120,292,0,50
2026-06-30,Gudang Timur,120,292,0,50
2026-06-30,Gudang Pusat,120,292,0,50
2026-06-30,Gudang Transit,120,294,0,50
2026-06-30,Gudang Barat,121,311,7,51
2026-06-30,Gudang Timur,121,311,7,51
2026-06-30,Gudang Pusat,121,311,7,51
2026-06-30,Gudang Transit,121,313,7,51
2026-06-30,Gudang Barat,122,330,14,52
2026-06-30,Gudang Timur,122,330,14,52
2026-06-30,Gudang Pusat,122,330,14,52
2026-06-30,Gudang Transit,122,332,14,52
2026-06-30,Gudang Barat,123,349,21,53
2026-06-30,Gudang Timur,123,349,21,53
2026-06-30,Gudang Pusat,123,349,21,53
2026-06-30,Gudang Transit,123,351,21,53
2026-06-30,Gudang Barat,124,368,28,54
2026-06-30,Gudang Timur,124,368,28,54
2026-06-30,Gudang Pusat,124,368,28,54
2026-06-30,Gudang Transit,124,370,28,54
2026-06-30,Gudang Barat,125,387,35,55
2026-06-30,Gudang Timur,125,387,35,55
2026-06-30,Gudang Pusat,125,387,35,55
2026-06-30,Gudang Transit,125,389,35,55
2026-06-30,Gudang Barat,126,406,42,56
2026-06-30,Gudang Timur,126,406,42,56
2026-06-30,Gudang Pusat,126,406,42,56
2026-06-30,Gudang Transit,126,408,42,56
2026-06-30,Gudang Barat,127,425,49,57
2026-06-30,Gudang Timur,127,425,49,57
2026-06-30,Gudang Pusat,127,425,49,57
2026-06-30,Gudang Transit,127,427,49,57
2026-06-30,Gudang Barat,128,444,56,58
2026-06-30,Gudang Timur,128,444,56,58
2026-06-30,Gudang Pusat,128,444,56,58
2026-06-30,Gudang Transit,128,446,56,58
2026-06-30,Gudang Barat,129,463,63,59
2026-06-30,Gudang Timur,129,463,63,59
2026-06-30,Gudang Pusat,129,463,63,59
2026-06-30,Gudang Transit,129,465,63,59
2026-06-30,Gudang Barat,130,482,70,60
2026-06-30,Gudang Timur,130,482,70,60
2026-06-30,Gudang Pusat,130,482,70,60
2026-06-30,Gudang Transit,130,484,70,60
2026-06-30,Gudang Barat,131,501,77,61
2026-06-30,Gudang Timur,131,501,77,61
2026-06-30,Gudang Pusat,131,501,77,61
2026-06-30,Gudang Transit,131,503,77,61
2026-06-30,Gudang Barat,132,520,84,62
2026-06-30,Gudang Timur,132,520,84,62
2026-06-30,Gudang Pusat,132,520,84,62
2026-06-30,Gudang Transit,132,522,84,62
2026-06-30,Gudang Barat,133,539,91,63
2026-06-30,Gudang Timur,133,539,91,63
2026-06-30,Gudang Pusat,133,539,91,63
2026-06-30,Gudang Transit,133,541,91,63
2026-06-30,Gudang Barat,134,558,98,64
2026-06-30,Gudang Timur,134,558,98,64
2026-06-30,Gudang Pusat,134,558,98,64
2026-06-30,Gudang Transit,134,560,98,64
2026-06-30,Gudang Barat,135,577,105,65
2026-06-30,Gudang Timur,135,577,105,65
2026-06-30,Gudang Pusat,135,577,105,65
2026-06-30,Gudang Transit,135,579,105,65
2026-06-30,Gudang Barat,136,596,112,66
2026-06-30,Gudang Timur,136,596,112,66
2026-06-30,Gudang Pusat,136,596,112,66
2026-06-30,Gudang Transit,136,598,112,66
2026-06-30,Gudang Barat,137,615,119,67
2026-06-30,Gudang Timur,137,615,119,67
2026-06-30,Gudang Pusat,137,615,119,67
2026-06-30,Gudang Transit,137,617,119,67
2026-06-30,Gudang Barat,138,634,6,68
2026-06-30,Gudang Timur,138,634,6,68
2026-06-30,Gudang Pusat,138,634,6,68
2026-06-30,Gudang Transit,138,636,6,68
2026-06-30,Gudang Barat,139,653,13,69
2026-06-30,Gudang Timur,139,653,13,69
2026-06-30,Gudang Pusat,139,653,13,69
2026-06-30,Gudang Transit,139,655,13,69
2026-06-30,Gudang Barat,140,672,20,70
2026-06-30,Gudang Timur,140,672,20,70
2026-06-30,Gudang Pusat,140,672,20,70
2026-06-30,Gudang Transit,140,674,20,70
2026-06-30,Gudang Barat,141,691,27,71
2026-06-30,Gudang Timur,141,691,27,71
2026-06-30,Gudang Pusat,141,691,27,71
2026-06-30,Gudang Transit,141,693,27,71
2026-06-30,Gudang Barat,142,710,34,72
2026-06-30,Gudang Timur,142,710,34,72
2026-06-30,Gudang Pusat,142,710,34,72
2026-06-30,Gudang Transit,142,712,34,72
2026-06-30,Gudang Barat,143,729,41,73
2026-06-30,Gudang Timur,143,729,41,73
2026-06-30,Gudang Pusat,143,729,41,73
2026-06-30,Gudang Transit,143,731,41,73
2026-06-30,Gudang Barat,144,748,48,74
2026-06-30,Gudang Timur,144,748,48,74
2026-06-30,Gudang Pusat,144,748,48,74
2026-06-30,Gudang Transit,144,750,48,74
2026-06-30,Gudang Barat,145,767,55,75
2026-06-30,Gudang Timur,145,767,55,75
2026-06-30,Gudang Pusat,145,767,55,75
2026-06-30,Gudang Transit,145,769,55,75
2026-06-30,Gudang Barat,146,786,62,76
2026-06-30,Gudang Timur,146,786,62,76
2026-06-30,Gudang Pusat,146,786,62,76
2026-06-30,Gudang Transit,146,788,62,76
2026-06-30,Gudang Barat,147,805,69,77
2026-06-30,Gudang Timur,147,805,69,77
2026-06-30,Gudang Pusat,147,805,69,77
2026-06-30,Gudang Transit,147,807,69,77
2026-06-30,Gudang Barat,148,824,76,78
2026-06-30,Gudang Timur,148,824,76,78
2026-06-30,Gudang Pusat,148,824,76,78
2026-06-30,Gudang Transit,148,826,76,78
2026-06-30,Gudang Barat,149,843,83,79
2026-06-30,Gudang Timur,149,843,83,79
2026-06-30,Gudang Pusat,149,843,83,79
2026-06-30,Gudang Transit,149,845,83,79
2026-06-30,Gudang Barat,150,862,90,30
2026-06-30,Gudang Timur,150,862,90,30
2026-06-30,Gudang Pusat,150,862,90,30
